var,state,year,value
,base,2032,47.9163
,base,2033,48.4758
,base,2034,49.033
,base,2035,49.5886
,base,2036,50.1433
,base,2037,50.6984
,base,2038,51.2546
,base,2039,51.812
,base,2040,52.3711
,base,2041,52.9323
,base,2042,53.4957
,base,2043,54.0618
,base,2044,54.631
,base,2045,55.2035
,base,2046,55.7799
,base,2047,56.3608
,base,2048,56.9467
,base,2049,57.5383
,base,2020,44.8876
,base,2021,44.5095
,base,2022,44.0761
,base,2023,44.3738
,base,2024,44.1625
,base,2025,44.6889
,base,2026,45.5365
,base,2027,46.3287
,base,2028,47.119
,base,2029,47.9013
,base,2030,48.6768
,base,2031,49.4459
,base,2032,50.209
,base,2033,50.9662
,base,2034,51.7179
,base,2035,52.4646
,base,2036,53.2068
,base,2037,53.9464
,base,2038,54.6838
,base,2039,55.4192
,base,2040,56.1531
,base,2041,56.8857
,base,2042,57.6173
,base,2043,58.3481
,base,2044,59.0786
,base,2045,59.8092
,base,2046,60.5401
,base,2047,61.2722
,base,2048,62.0062
,base,2049,62.7426
,base,2020,41.7317
,base,2021,40.5542
,base,2022,40.6878
,base,2023,42.696
,base,2024,44.9416
,base,2025,46.1709
,base,2026,47.6625
,base,2027,49.1217
,base,2028,50.5941
,base,2029,52.0746
,base,2030,53.5635
,base,2031,55.0606
,base,2032,56.5653
,base,2033,58.0774
,base,2034,59.5966
,base,2035,61.123
,base,2036,62.6567
,base,2037,64.1996
,base,2038,65.7521
,base,2039,67.3148
,base,2040,68.8884
,base,2041,70.4735
,base,2042,72.0709
,base,2043,73.6814
,base,2044,75.3059
,base,2045,76.9454
,base,2046,78.6008
,base,2047,80.2736
,base,2048,81.9652
,base,2049,83.6769
,base,2020,55.1319
,base,2021,56.3295
,base,2022,55.419
,base,2023,56.2205
,base,2024,57.3912
,base,2025,58.4374
,base,2026,59.693
,base,2027,60.9132
,base,2028,62.1333
,base,2029,63.3483
,base,2030,64.5593
,base,2031,65.7672
,base,2032,66.9724
,base,2033,68.1754
,base,2034,69.3767
,base,2035,70.5768
,base,2036,71.7764
,base,2037,72.9774
,base,2038,74.1805
,base,2039,75.3859
,base,2040,76.5942
,base,2041,77.8057
,base,2042,79.0208
,base,2043,80.2398
,base,2044,81.4634
,base,2045,82.6918
,base,2046,83.9258
,base,2047,85.166
,base,2048,86.4133
,base,2049,87.6684
,base,2020,11.7489
,base,2021,11.7903
,base,2022,11.6095
,base,2023,11.7276
,base,2024,11.7416
,base,2025,11.9886
,base,2026,12.2492
,base,2027,12.5039
,base,2028,12.7569
,base,2029,13.0082
,base,2030,13.2583
,base,2031,13.508
,base,2032,13.7575
,base,2033,14.0071
,base,2034,14.257
,base,2035,14.5077
,base,2036,14.7593
,base,2037,15.0127
,base,2038,15.268
,base,2039,15.5256
,base,2040,15.7857
,base,2041,16.0488
,base,2042,16.315
,base,2043,16.5847
,base,2044,16.8582
,base,2045,17.1358
,base,2046,17.4178
,base,2047,17.7046
,base,2048,17.9967
,base,2049,18.2944
,base,2020,108.2786
,base,2021,108.7524
,base,2022,108.0484
,base,2023,109.9696
,base,2024,109.813
,base,2025,112.2625
,base,2026,114.823
,base,2027,117.3601
,base,2028,119.8982
,base,2029,122.4289
,base,2030,124.9532
,base,2031,127.4718
,base,2032,129.9853
,base,2033,132.4939
,base,2034,134.9985
,base,2035,137.4999
,base,2036,139.9992
,base,2037,142.5006
,base,2038,145.0054
,base,2039,147.5142
,base,2040,150.0275
,base,2041,152.5463
,base,2042,155.071
,base,2043,157.6022
,base,2044,160.1408
,base,2045,162.6875
,base,2046,165.2433
